#note: format is [target word: 2020 OPM, 2024 OPM, percent change, Synonym1: 2020 OPM, 2024 OPM, percent change, Synonym2:...Synonym5]

align_VERB :25.69 2020 OPM, 48.41 2024 OPM, 88.48 %,  coordinate_VERB : 26.83 2020 OPM, 27.91 2024 OPM, 4.04 %, integrate_VERB : 137.02 2020 OPM, 210.48 2024 OPM, 53.61 %, synchronize_VERB : 6.60 2020 OPM, 6.45 2024 OPM, -2.20 %, systematize_VERB : N/A, harmonize_VERB : 2.78 2020 OPM, 5.13 2024 OPM, 84.83 %
advancement_NOUN :28.69 2020 OPM, 102.05 2024 OPM, 255.70 %,  improvement_NOUN : 322.40 2020 OPM, 355.98 2024 OPM, 10.41 %, development_NOUN : 860.50 2020 OPM, 933.85 2024 OPM, 8.52 %, progress_NOUN : 74.95 2020 OPM, 77.42 2024 OPM, 3.29 %, enhancement_NOUN : 72.81 2020 OPM, 82.72 2024 OPM, 13.60 %,  : N/A
boast_VERB :0.30 2020 OPM, 2.93 2024 OPM, 886.49 %,  exhibit_VERB : 357.97 2020 OPM, 636.00 2024 OPM, 77.67 %, display_VERB : 138.64 2020 OPM, 147.29 2024 OPM, 6.24 %, showcase_VERB : 4.28 2020 OPM, 26.33 2024 OPM, 515.00 %, highlight_VERB : 275.70 2020 OPM, 500.00 2024 OPM, 81.36 %, underscore_VERB : 17.43 2020 OPM, 152.62 2024 OPM, 775.57 %
boast_NOUN :N/A 2020 OPM, N/A 2024 OPM, N/A %,  feature_NOUN : 422.24 2020 OPM, 479.40 2024 OPM, 13.54 %, highlight_NOUN : 11.30 2020 OPM, 16.70 2024 OPM, 47.77 %, distinction_NOUN : 11.61 2020 OPM, 12.93 2024 OPM, 11.42 %, merit_NOUN : 11.68 2020 OPM, 9.58 2024 OPM, -17.94 %, excellence_NOUN : 1.71 2020 OPM, 2.13 2024 OPM, 24.72 %
commendable_ADJ :0.28 2020 OPM, 2.29 2024 OPM, 727.98 %,  laudable_ADJ : N/A, praiseworthy_ADJ : N/A, admirable_ADJ : N/A, noteworthy_ADJ : 5.94 2020 OPM, 15.23 2024 OPM, 156.38 %, meritorious_ADJ : N/A
comprehend_VERB :3.69 2020 OPM, 13.71 2024 OPM, 271.79 %,  understand_VERB : 406.40 2020 OPM, 470.65 2024 OPM, 15.81 %, grasp_VERB : 4.14 2020 OPM, 4.28 2024 OPM, 3.20 %, perceive_VERB : 138.82 2020 OPM, 146.03 2024 OPM, 5.19 %, appreciate_VERB : 8.35 2020 OPM, 7.22 2024 OPM, -13.48 %,  : N/A
crucial_ADJ :141.87 2020 OPM, 354.48 2024 OPM, 149.86 %,  key_ADJ : 358.82 2020 OPM, 424.76 2024 OPM, 18.38 %, critical_ADJ : 289.16 2020 OPM, 343.95 2024 OPM, 18.95 %, vital_ADJ : 66.11 2020 OPM, 88.11 2024 OPM, 33.29 %, essential_ADJ : 242.43 2020 OPM, 296.56 2024 OPM, 22.33 %, pivotal_ADJ : 29.30 2020 OPM, 90.58 2024 OPM, 209.13 %
delve_VERB :1.04 2020 OPM, 29.49 2024 OPM, 2746.32 %,  explore_VERB : 415.75 2020 OPM, 626.80 2024 OPM, 50.76 %, investigate_VERB : 973.39 2020 OPM, 1001.83 2024 OPM, 2.92 %, examine_VERB : 580.24 2020 OPM, 617.84 2024 OPM, 6.48 %, research_VERB : 13.21 2020 OPM, 14.14 2024 OPM, 7.01 %, probe_VERB : 29.14 2020 OPM, 28.15 2024 OPM, -3.40 %
emphasize_VERB :51.07 2020 OPM, 145.10 2024 OPM, 184.14 %,  highlighting_VERB : N/A, stressing_VERB : N/A, underscoring_VERB : N/A, accentuating_VERB : N/A, reinforcing_VERB : N/A
garner_VERB :3.56 2020 OPM, 18.11 2024 OPM, 408.46 %,  compiled_VERB : N/A, amassed_VERB : N/A, collected_VERB : N/A, assembled_VERB : N/A, aggregated_VERB : N/A
groundbreaking_ADJ :N/A 2020 OPM, N/A 2024 OPM, N/A %,  innovative_ADJ : 41.37 2020 OPM, 92.07 2024 OPM, 122.58 %, original_ADJ : 76.86 2020 OPM, 71.69 2024 OPM, -6.72 %, novel_ADJ : 501.74 2020 OPM, 530.33 2024 OPM, 5.70 %, inventive_ADJ : N/A, visionary_ADJ : N/A
intricacy_NOUN :0.89 2020 OPM, 6.38 2024 OPM, 618.39 %,  complexity_NOUN : 76.49 2020 OPM, 99.67 2024 OPM, 30.30 %, complication_NOUN : 409.96 2020 OPM, 448.01 2024 OPM, 9.28 %, convolution_NOUN : 4.23 2020 OPM, 7.31 2024 OPM, 72.69 %, sophistication_NOUN : N/A, intricateness_NOUN : N/A
intricate_ADJ :6.82 2020 OPM, 52.22 2024 OPM, 665.20 %,  complex_ADJ : 301.45 2020 OPM, 348.55 2024 OPM, 15.63 %, convoluted_ADJ : N/A, sophisticated_ADJ : 11.11 2020 OPM, 12.02 2024 OPM, 8.17 %, multifaceted_ADJ : 8.86 2020 OPM, 26.29 2024 OPM, 196.70 %, elaborate_ADJ : 2.55 2020 OPM, 2.15 2024 OPM, -15.98 %
invaluable_ADJ :4.51 2020 OPM, 6.68 2024 OPM, 48.24 %,  valuable_ADJ : 81.37 2020 OPM, 180.88 2024 OPM, 122.28 %, inestimable_ADJ : N/A, priceless_ADJ : N/A, immeasurable_ADJ : N/A, irreplaceable_ADJ : N/A
meticulous_ADJ :2.72 2020 OPM, 7.76 2024 OPM, 185.22 %,  thorough_ADJ : 18.24 2020 OPM, 33.39 2024 OPM, 83.06 %, diligent_ADJ : N/A, scrupulous_ADJ : N/A, precise_ADJ : 59.38 2020 OPM, 104.95 2024 OPM, 76.75 %, vigilant_ADJ : 2.09 2020 OPM, 4.72 2024 OPM, 125.54 %
meticulously_ADV :0.70 2020 OPM, 7.72 2024 OPM, 1004.17 %,  carefully_ADV : 21.65 2020 OPM, 19.74 2024 OPM, -8.81 %, rigorously_ADV : 4.18 2020 OPM, 6.07 2024 OPM, 45.23 %, precisely_ADV : 19.38 2020 OPM, 22.24 2024 OPM, 14.78 %, thoroughly_ADV : 13.43 2020 OPM, 22.12 2024 OPM, 64.67 %, comprehensively_ADV : 22.12 2020 OPM, 48.97 2024 OPM, 121.37 %
notable_ADJ :19.06 2020 OPM, 70.11 2024 OPM, 267.80 %,  outstanding_ADJ : 17.07 2020 OPM, 21.13 2024 OPM, 23.73 %, distinguished_ADJ : 1.26 2020 OPM, 1.13 2024 OPM, -9.95 %, noteworthy_ADJ : 5.94 2020 OPM, 15.23 2024 OPM, 156.38 %, eminent_ADJ : N/A, renowned_ADJ : 0.96 2020 OPM, 3.05 2024 OPM, 216.10 %
noteworthy_ADJ :5.94 2020 OPM, 15.23 2024 OPM, 156.38 %,  notable_ADJ : 19.06 2020 OPM, 70.11 2024 OPM, 267.80 %, remarkable_ADJ : 40.56 2020 OPM, 61.19 2024 OPM, 50.85 %, outstanding_ADJ : 17.07 2020 OPM, 21.13 2024 OPM, 23.73 %, distinguished_ADJ : 1.26 2020 OPM, 1.13 2024 OPM, -9.95 %, eminent_ADJ : N/A
pivotal_ADJ :29.30 2020 OPM, 90.58 2024 OPM, 209.13 %,  crucial_ADJ : 141.87 2020 OPM, 354.48 2024 OPM, 149.86 %, key_ADJ : 358.82 2020 OPM, 424.76 2024 OPM, 18.38 %, critical_ADJ : 289.16 2020 OPM, 343.95 2024 OPM, 18.95 %, vital_ADJ : 66.11 2020 OPM, 88.11 2024 OPM, 33.29 %, essential_ADJ : 242.43 2020 OPM, 296.56 2024 OPM, 22.33 %
potential_ADJ :646.35 2020 OPM, 836.15 2024 OPM, 29.37 %,  possible_ADJ : 310.61 2020 OPM, 228.72 2024 OPM, -26.36 %, probable_ADJ : 20.92 2020 OPM, 18.62 2024 OPM, -10.98 %, feasible_ADJ : 69.17 2020 OPM, 64.34 2024 OPM, -6.97 %, theoretical_ADJ : 90.58 2020 OPM, 106.51 2024 OPM, 17.58 %, achievable_ADJ : 6.42 2020 OPM, 5.79 2024 OPM, -9.84 %
potential_NOUN :452.65 2020 OPM, 629.95 2024 OPM, 39.17 %,  possibility_NOUN : 84.50 2020 OPM, 68.39 2024 OPM, -19.07 %, prospect_NOUN : 20.47 2020 OPM, 33.43 2024 OPM, 63.28 %, capability_NOUN : 75.76 2020 OPM, 120.10 2024 OPM, 58.52 %, likelihood_NOUN : 60.73 2020 OPM, 72.91 2024 OPM, 20.05 %, probability_NOUN : 93.98 2020 OPM, 93.29 2024 OPM, -0.73 %
realm_NOUN :3.02 2020 OPM, 12.81 2024 OPM, 323.52 %,  domain_NOUN : 265.57 2020 OPM, 295.11 2024 OPM, 11.12 %, field_NOUN : 405.82 2020 OPM, 397.78 2024 OPM, -1.98 %, discipline_NOUN : 18.74 2020 OPM, 18.74 2024 OPM, -0.02 %, sphere_NOUN : 13.15 2020 OPM, 9.53 2024 OPM, -27.48 %, territory_NOUN : 13.39 2020 OPM, 11.18 2024 OPM, -16.53 %
showcase_NOUN :N/A 2020 OPM, N/A 2024 OPM, N/A %,  exhibit_NOUN : 15.97 2020 OPM, 26.40 2024 OPM, 65.34 %, presentation_NOUN : 118.94 2020 OPM, 113.08 2024 OPM, -4.92 %, display_NOUN : 25.58 2020 OPM, 23.54 2024 OPM, -8.01 %, demonstration_NOUN : 14.07 2020 OPM, 11.43 2024 OPM, -18.71 %, forum_NOUN : 4.29 2020 OPM, 3.70 2024 OPM, -13.77 %
showcase_VERB :4.28 2020 OPM, 26.33 2024 OPM, 515.00 %,  demonstrate_VERB : 898.18 2020 OPM, 1091.98 2024 OPM, 21.58 %, illustrate_VERB : 73.69 2020 OPM, 64.17 2024 OPM, -12.91 %, reveal_VERB : 743.37 2020 OPM, 969.20 2024 OPM, 30.38 %, exhibit_VERB : 357.97 2020 OPM, 636.00 2024 OPM, 77.67 %, present_VERB : 721.41 2020 OPM, 679.10 2024 OPM, -5.86 %
significant_ADJ :1266.71 2020 OPM, 1632.33 2024 OPM, 28.86 %,  substantial_ADJ : 92.43 2020 OPM, 143.19 2024 OPM, 54.91 %, important_ADJ : 742.71 2020 OPM, 575.11 2024 OPM, -22.57 %, notable_ADJ : 19.06 2020 OPM, 70.11 2024 OPM, 267.80 %, noteworthy_ADJ : 5.94 2020 OPM, 15.23 2024 OPM, 156.38 %,  : N/A
strategically_ADV :2.17 2020 OPM, 4.32 2024 OPM, 99.39 %,  tactically_ADV : N/A, deliberately_ADV : 1.60 2020 OPM, 1.41 2024 OPM, -12.07 %, purposefully_ADV : 1.23 2020 OPM, 1.53 2024 OPM, 25.22 %, methodically_ADV : N/A, consciously_ADV : N/A
surpass_VERB :5.59 2020 OPM, 25.33 2024 OPM, 352.98 %,  exceed_VERB : 42.52 2020 OPM, 57.52 2024 OPM, 35.29 %, transcend_VERB : 0.90 2020 OPM, 1.78 2024 OPM, 96.72 %, outstrip_VERB : N/A, outperform_VERB : 26.79 2020 OPM, 55.06 2024 OPM, 105.51 %, eclipse_VERB : N/A
underscore_VERB :17.43 2020 OPM, 152.62 2024 OPM, 775.57 %,  emphasize_VERB : 51.07 2020 OPM, 145.10 2024 OPM, 184.14 %, reinforce_VERB : 31.31 2020 OPM, 32.60 2024 OPM, 4.12 %, highlight_VERB : 275.70 2020 OPM, 500.00 2024 OPM, 81.36 %, stress_VERB : 21.67 2020 OPM, 21.19 2024 OPM, -2.21 %, accentuate_VERB : 2.21 2020 OPM, 3.30 2024 OPM, 48.95 %
underscore_NOUN :N/A 2020 OPM, N/A 2024 OPM, N/A %,  emphasis_NOUN : 30.70 2020 OPM, 31.19 2024 OPM, 1.60 %, highlight_NOUN : 11.30 2020 OPM, 16.70 2024 OPM, 47.77 %, stress_NOUN : 547.32 2020 OPM, 588.00 2024 OPM, 7.43 %, importance_NOUN : 217.51 2020 OPM, 284.13 2024 OPM, 30.63 %, significance_NOUN : 126.44 2020 OPM, 174.74 2024 OPM, 38.20 %
garnered_ADJ :N/A 2020 OPM, N/A 2024 OPM, N/A %,  collected_ADJ : N/A, acquired_ADJ : N/A, obtained_ADJ : N/A, assembled_ADJ : N/A, amassed_ADJ : N/A
emphasizing_AJD :N/A 2020 OPM, N/A 2024 OPM, N/A %,  highlighting_AJD : N/A, underscoring_AJD : N/A, stressing_AJD : N/A, prioritizing_AJD : N/A,  : N/A
comprehending_ADJ :N/A 2020 OPM, N/A 2024 OPM, N/A %,  understanding_ADJ : N/A, grasping_ADJ : N/A, perceiving_ADJ : N/A, interpreting_ADJ : N/A, discerning_ADJ : N/A
important_ADJ :742.71 2020 OPM, 575.11 2024 OPM, -22.57 %,  significant_ADJ : 1266.71 2020 OPM, 1632.33 2024 OPM, 28.86 %, crucial_ADJ : 141.87 2020 OPM, 354.48 2024 OPM, 149.86 %, pivotal_ADJ : 29.30 2020 OPM, 90.58 2024 OPM, 209.13 %, noteworthy_ADJ : 5.94 2020 OPM, 15.23 2024 OPM, 156.38 %, substantial_ADJ : 92.43 2020 OPM, 143.19 2024 OPM, 54.91 %
